2023-08-24	31	/21℃	20%
2023-08-25	31	/20℃	27%
2023-08-26	30	/21℃	40%
2023-08-27	31	/22℃	23%
2023-08-28	30	/22℃	23%
2023-08-29	30	/21℃	23%
2023-08-30	30	/23℃	20%
2023-08-31	30	/21℃	30%
2023-09-01	30	/20℃	33%
2023-09-02	28	/19℃	23%
2023-09-03	26	/19℃	37%
2023-09-04	28	/18℃	30%
2023-09-05	28	/18℃	33%
2023-09-06	29	/19℃	23%
2023-09-07	28	/21℃	27%
2023-09-08	28	/20℃	30%
2023-09-09	26	/18℃	33%
2023-09-10	27	/18℃	20%
2023-09-11	27	/17℃	23%
2023-09-12	27	/18℃	10%
2023-09-13	26	/17℃	13%
2023-09-14	26	/18℃	37%
2023-09-15	28	/17℃	27%
2023-09-16	28	/17℃	30%
2023-09-17	25	/16℃	30%
2023-09-18	22	/14℃	37%
2023-09-19	24	/15℃	23%
2023-09-20	25	/16℃	30%
2023-09-21	26	/16℃	13%
2023-09-22	25	/16℃	13%
2023-09-23	25	/15℃	23%
2023-09-24	24	/14℃	27%
2023-09-25	25	/14℃	13%
2023-09-26	24	/14℃	27%
2023-09-27	26	/13℃	30%
2023-09-28	24	/15℃	10%
2023-09-29	22	/13℃	20%
2023-09-30	23	/12℃	20%
2023-10-01	22	/12℃	23%
2023-10-02	22	/11℃	17%
2023-10-03	23	/12℃	13%
2023-10-04	23	/11℃	17%
2023-10-05	22	/12℃	10%
2023-10-06	24	/11℃	17%
2023-10-07	24	/12℃	13%
2023-10-08	24	/13℃	20%
2023-10-09	22	/14℃	20%
2023-10-10	23	/14℃	17%
2023-10-11	21	/12℃	27%
2023-10-12	22	/11℃	23%
2023-10-13	21	/12℃	27%
2023-10-14	20	/10℃	27%
2023-10-15	20	/9℃	13%
2023-10-16	19	/7℃	10%
2023-10-17	20	/6℃	17%
2023-10-18	18	/6℃	13%
2023-10-19	18	/10℃	13%
2023-10-20	18	/9℃	10%
2023-10-21	17	/10℃	17%
2023-10-22	16	/8℃	17%
2023-10-23	17	/9℃	17%
2023-10-24	17	/6℃	13%
2023-10-25	18	/6℃	17%
2023-10-26	17	/7℃	3%
2023-10-27	15	/5℃	23%
2023-10-28	16	/5℃	10%
2023-10-29	17	/7℃	3%
2023-10-30	17	/5℃	7%
2023-10-31	16	/6℃	13%
2023-11-01	16	/6℃	7%
2023-11-02	15	/5℃	7%
2023-11-03	14	/5℃	0%
2023-11-04	17	/4℃	10%
2023-11-05	15	/6℃	7%
2023-11-06	16	/5℃	10%
2023-11-07	15	/4℃	17%
2023-11-08	14	/3℃	10%
2023-11-09	14	/2℃	13%
2023-11-10	14	/2℃	13%
2023-11-11	13	/3℃	10%
2023-11-12	12	/2℃	13%
2023-11-13	13	/2℃	10%
2023-11-14	10	/0℃	20%
2023-11-15	11	/-1℃	13%
2023-11-16	10	/1℃	20%
2023-11-17	11	/0℃	0%
2023-11-18	11	/1℃	10%
2023-11-19	12	/1℃	17%
2023-11-20	9	/0℃	3%
2023-11-21	11	/0℃	3%
2023-11-22	11	/0℃	10%
2023-11-23	11	/-1℃	7%
2023-11-24	8	/-1℃	10%
2023-11-25	8	/-2℃	17%
2023-11-26	7	/-2℃	7%
2023-11-27	8	/-1℃	0%
2023-11-28	6	/-1℃	0%
2023-11-29	8	/-2℃	3%
2023-11-30	6	/-2℃	10%
2023-12-01	6	/-4℃	0%
2023-12-02	3	/-4℃	0%
2023-12-03	4	/-5℃	7%
2023-12-04	6	/-4℃	7%
2023-12-05	6	/-2℃	3%
2023-12-06	6	/-4℃	10%
2023-12-07	4	/-3℃	7%
2023-12-08	5	/-4℃	0%
2023-12-09	4	/-4℃	7%
2023-12-10	4	/-4℃	17%
2023-12-11	5	/-5℃	3%
2023-12-12	5	/-3℃	3%
2023-12-13	3	/-4℃	7%
2023-12-14	2	/-6℃	3%
2023-12-15	2	/-5℃	7%
2023-12-16	2	/-5℃	3%
2023-12-17	1	/-6℃	10%
2023-12-18	3	/-7℃	0%
2023-12-19	2	/-6℃	13%
2023-12-20	4	/-6℃	3%
2023-12-21	4	/-5℃	7%
2023-12-22	4	/-6℃	17%
2023-12-23	5	/-8℃	7%
2023-12-24	2	/-7℃	3%
2023-12-25	1	/-7℃	3%
2023-12-26	2	/-8℃	0%
2023-12-27	1	/-7℃	3%
2023-12-28	3	/-5℃	10%
2023-12-29	4	/-6℃	10%
2023-12-30	3	/-6℃	3%
2023-12-31	2	/-7℃	7%
